coupling_function,k,device_count,cycle_time,listening_rate,duration,format,run_count,readable_run_count,total_data_size_bytes,oldest_created_at,newest_created_at
LINEAR,97,50,10000,25,1800000,current_graph_manifest,1000,0,651442389,2026-07-06T10:08:01+00:00,2026-07-10T08:10:54+00:00
LINEAR,98,50,10000,25,1800000,current_graph_manifest,1000,0,651442389,2026-07-06T10:08:01+00:00,2026-07-10T08:10:54+00:00
LINEAR,99,50,10000,25,1800000,current_graph_manifest,1000,0,651442389,2026-07-06T10:08:01+00:00,2026-07-10T08:10:54+00:00
LINEAR_4,1,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,10,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,100,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,101,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,102,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,103,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,104,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,105,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,106,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,107,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,108,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,109,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,11,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,110,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,111,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,112,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,113,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,114,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,115,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,116,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,117,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,118,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,119,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,12,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,120,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,121,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,122,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,123,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,124,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,125,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,126,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,127,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,128,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,129,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,13,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,130,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,131,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,132,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,133,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,134,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,135,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,136,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,137,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,138,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,139,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,14,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,140,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,141,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,142,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,143,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,144,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,145,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,146,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,147,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,148,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,149,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,15,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,150,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,16,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,17,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,18,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,19,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,2,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,20,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,21,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,22,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,23,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,24,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,25,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,26,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,27,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,28,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,29,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,3,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,30,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,31,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,32,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,33,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,34,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,35,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,36,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,37,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,38,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,39,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,4,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,40,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,41,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,42,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,43,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,44,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,45,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,46,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,47,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,48,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,49,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,5,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,50,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,51,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,52,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,53,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,54,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,55,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,56,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,57,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,58,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,59,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,6,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,60,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,61,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,62,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,63,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,64,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,65,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,66,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,67,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,68,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,69,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,7,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,70,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,71,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,72,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,73,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,74,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,75,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,76,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,77,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,78,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,79,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,8,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,80,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,81,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,82,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,83,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,84,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,85,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,86,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,87,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,88,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,89,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,9,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,90,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,91,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,92,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,93,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,94,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
LINEAR_4,95,50,10000,25,1800000,current_graph_manifest,1500,0,660904686,2026-07-08T11:00:48+00:00,2026-07-10T10:16:41+00:00
